speaking_rate,pause_ratio,pitch_mean,pitch_std,energy_mean,energy_std,filler_ratio,sentiment,avg_sent_length,word_count,label
128.36030681065057,0.37561692276891867,172.5207897751053,14.729157191947639,0.058909506963111445,0.012449649831696144,0.054333662379285726,0.03932998650457316,11.124534993057496,156.81850412641785,1
154.12400749516283,0.21729675039191576,176.50704108636745,40.881345046624105,0.06715459759821389,0.024247922655233088,0.0,0.8837555558626927,18.486374735728873,168.61497982985284,2
103.16861911505801,0.5300474359610828,153.66621432130205,6.305834411096154,0.04039111787420269,0.00977270714039362,0.12011441851723638,-0.31437144660803107,3.338723701951807,104.53668974075086,0
49.55051936532113,0.5759712295484168,132.1662385667399,14.098049860120591,0.02136117039410234,0.013838394794973254,0.13125173992176553,0.01670886060237753,7.611448259409678,97.39571855885396,0
135.5478575478648,0.1787020965442015,177.80271753796129,28.527305063872646,0.05841711418293432,0.02832801606843264,0.016244999599244293,0.5398928493791404,8.37497783758419,227.19954118759148,2
100.3491937755944,0.24524066155097624,171.43310702716914,32.589328847280484,0.04834301198406222,0.01736454447169573,0.0478605706028304,0.48844911895126,5.011113332138978,133.31173656342753,1
148.5646398444994,0.08946286866854176,161.2306578851783,25.628739044290615,0.06576639112115157,0.025253871452360566,0.008370610131470871,0.32851699036586,16.85902849464215,168.00490102013552,2
116.16302145518353,0.3088709106262734,202.61480233243444,13.351325250446784,0.06171248863227136,0.02059794570788937,0.0374269138985086,0.04449727622795331,7.854763010504919,122.87886006218933,1
131.14807139439378,0.2340310199652191,166.91501913777952,27.172883904952876,0.04284045129665924,0.023391757356529725,0.039487381320292315,0.10648140266802725,9.310057615974655,137.81447925720914,1
163.02897504309314,0.15043942213160358,181.15728094853512,27.87525893390071,0.08026675716454643,0.017894005916935435,0.02976431377198068,0.17357017185679868,10.703251235815419,207.49707020506017,2
149.8717239116517,0.17399698705741393,159.85610024946044,31.345844329469553,0.03758044170546458,0.022412668549105924,0.026603430545626815,0.549509225157292,12.814859443491297,192.3618734009614,2
